DocId;Nom du professionnel;Partenaires;Activité du professionnel;Ville;Code postal du professionnel;Site Web;Adresse;Téléphone;Email de l'établissement;questionnaire_de_satisfaction;coordonnees_geographiques;region;departement
112672;CANOE LE TOURBILLON;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Sport de nature;COLLIAS;30210;http://www.canoeletourbillon.com;3 Chemin du Gardon;04.66.22.85.54;contact@canoeletourbillon.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112672;43.955652, 4.481608;Occitanie;Gard
113654;LES BAINS DE DIEPPE;NORMANDIE QUALITE TOURISME|DGE Normandie|CCI Rouen Métropole;Etablissement de loisir;DIEPPE;76200;https://lesbainsdedieppe.fr/;101, Boulevard de Verdun;02-35-82-80-90;o.crequer@recrea.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113654;49.925881, 1.071083;Normandie;Seine-Maritime
113768;MATISSE HOTEL;CCI Var|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Hôtel;SAINTE-MAXIME;83120;https://www.hotel-matisse.com;11 Bld Frédéric Mistral;04 94 96 18 33;contact@hotel-matisse.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113768;43.309352, 6.639321;Provence-Alpes-Côte d'Azur;Var
113778;Mémorial de Falaise - La Guerre des civils;DMPA|CCI Caen Normandie|NORMANDIE QUALITE TOURISME|DGE Normandie;Site de mémoire;FALAISE;14700;http://www.memorial-falaise.fr/;Place Guillaume le Conquérant;02 31 06 06 45;resa@memorial-falaise.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113778;48.894217, -0.201902;Normandie;Calvados
113795;La Buissonnière;CCI Hauts de France|CCI Littoral Hauts de France|DGE  Hauts de France|CRT Hauts de France;Restaurant;CALAIS;62100;http://www.restaurant-calais.com;10 rue Neuve;03 21 96 22 32;restaurant-calais.com@orange.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113795;50.947872, 1.854781;Hauts-de-France;Pas-de-Calais
113836;Camping des Rochers des Parcs;CCI Caen Normandie|NORMANDIE QUALITE TOURISME|DGE Normandie;Camping;CLECY;14570;https://www.camping-normandie-clecy.eu/;8 Route du viaduc - La Cour;02 31 69 70 36;camping.normandie@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113836;48.909057, -0.469503;Normandie;Calvados
113841;Centre Régional de Nautisme Granvillais;CCI Ouest Normandie|NORMANDIE QUALITE TOURISME|DGE Normandie;Sport de nature;GRANVILLE;50400;http://centre-regional-nautisme-granville.fr;boulevard des amiraux;02 33 91 22 60;cnrg50@orange.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113841;48.83619, -1.598469;Normandie;Manche
113999;ô bistrot;Bistrot de Pays|DGE  Hauts de France;Café, bar, brasserie;ALLONNE;60000;https://o-bistrot-allonne.edan.io/;1 rue Gabriel Danse;0344451185;jcb3@orange.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=113999;49.399497, 2.097578;Hauts-de-France;Oise
114869;Les Gourmandises Bio;DGE Bourgogne Franche-Comté|Bourgogne-Franche-Comté Tourisme|ADT Haute-Saône;Chambre d'hôtes;RECOLOGNE;70130;http://www.les-gourmandises-bio.fr;3 rue des Varennes;0633527528;lesgourmandisesbio@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=114869;47.582555, 5.774464;Bourgogne-Franche-Comté;Haute-Saône
78863;SUNELIA LE FIEF;SUNELIA|DGE Pays de la Loire;Camping;SAINT-BREVIN-LES-PINS;44250;http://www.lefief.com;57 CHEMIN DU FIEF;02 40 27 23 86;camping@lefief.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=78863;47.23484, -2.167286;Pays de la Loire;Loire-Atlantique
88391;Le Ranch des Lacs;DGE Nouvelle-Aquitaine|Tables  Auberges de France;Restaurant;AUGNE;87120;http://www.le-ranch-des-lacs.com;Verviale;05 55 69 15 66;contact@le-ranch-des-lacs.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=88391;45.762579, 1.682469;Nouvelle-Aquitaine;Haute-Vienne
88451;AEROGLISS;CCI Digne|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA|ADT Alpes de Haute Provence;Sport de nature;SAINT-ANDRE-LES-ALPES;04170;http://www.aerogliss.com;830 chemin des Iscles;04 92 89 11 30;divers@aerogliss.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=88451;43.959276, 6.510754;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence
91542;Les Villas d'Arromanches;CCI Caen Normandie|NORMANDIE QUALITE TOURISME|DGE Normandie;Hôtel;ARROMANCHES-LES-BAINS;14117;http://www.lesvillasdarromanches.fr;1 Av du Lt Colonel de Job - Tracy sur Mer;02 31 21 38 97;contact@lesvillasdarromanches.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=91542;49.339817, -0.628229;Normandie;Calvados
108894;YELLOH VILLAGE CHATEAU DE LA FORET;Yelloh Village|DGE Pays de la Loire;Camping;SAINT-JULIEN-DES-LANDES;85150;http://www.yellohvillage.fr/camping/chateau_de_la_foret;Château de la Foret;02 51 46 62 11;info@yellohvillage-chateaudelaforet.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=108894;46.640506, -1.711315;Pays de la Loire;Vendée
108943;CHATEAU DE BIZY;NORMANDIE QUALITE TOURISME|DGE Normandie|CCI Portes de Normandie;Lieu de visite;VERNON;27200;http://chateaudebizy.com;;02 32 51 00 82;chateaudebizy@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=108943;49.089623, 1.494472;Normandie;Eure
76551;HOTEL WINDSOR JUNGLE ART;CCI Nice Côte d'Azur|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Hôtel-restaurant;NICE;06000;https://hotelwindsornice.com;11 rue Dalpozzo;04 93 88 59 35;contact@hotelwindsornice.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=76551;43.697807, 7.261394;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
109031;FLOWER CAMPING LES PALUDIERS;DGE Pays de la Loire|Flower Campings;Camping;BATZ-SUR-MER;44740;https://www.camping-paludiers.com/;Rue Appert;00 33 (0)2 40 60 17 28;paludiers@flowercampings.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=109031;47.278203, -2.493586;Pays de la Loire;Loire-Atlantique
109099;PURE AVENTURE;DGE  Hauts de France|SLA (Syndicats des Loisirs Actifs);Parc de loisir;RAISMES;59590;http://www.pureaventure.com/;Parc de la Porte du Hainaut Forêt domaniale de Raismes-St Amand-Wallers Rue Fontaine Bouillon;06 12 52 24 35;contact@pureaventure.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=109099;;;
109164;Camping Sites et Paysages Lou P'tit Poun;DGE Nouvelle-Aquitaine|Sites et Paysages;Camping;SAINT-MARTIN-DE-SEIGNANX;40390;http://www.louptitpoun.com;110, Avenue du Quartier Neuf;0559565579;contact@louptitpoun.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=109164;43.522899, -1.409556;Nouvelle-Aquitaine;Landes
109617;NEIGE ET MERVEILLES - SAN SEBASTIANO;CCI Nice Côte d'Azur|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Hébergement collectif;TENDE;06430;http://www.neige-merveilles.com;Hameau de la Minière de Vallauria;04 93 04 62 40;nmvallauria@yahoo.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=109617;44.069446, 7.51366;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
84476;Office De Tourisme Du Pays De Saverne;DGE Grand-Est|RT OT -  Resot Alsace|ADN Tourisme|Partenaire - DIRECCTE Grand Est;Office de tourisme;SAVERNE;67700;http://www.tourisme-saverne.fr;37 Grand'Rue;03.88.91.80.47;contact@tourisme-saverne.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=84476;48.741374, 7.362578;Grand Est;Bas-Rhin
84556;Office De Tourisme De Perros-Guirec;RT OT - Offices De Tourisme De Bretagne|DGE Bretagne|ADN Tourisme;Office de tourisme;PERROS-GUIREC;22700;http://www.perros-guirec.com;21 Place De L'Hotel De Ville BP 54;02.96.23.21.15;infos@perros-guirec.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=84556;48.815458, -3.445507;Bretagne;Côtes-d'Armor
;O' COUP D' COEUR;CCI Martinique Délégation Martinique 2|CCI Martinique Délégation Martinique 1|CCI Martinique|DGE Martinique;Commerce;TROIS-ILETS;97229;https://www.ocoupdcoeur.com/;6 VILLAGE DE LA POTERIE;0596697032;fonfroy@hotmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt257965;14.535745, -61.012144;Martinique;Martinique
;Office de Tourisme de Serre-Ponçon - BIT de Savines-Le-Lac;DGE Provence-Alpes-Côte d'Azur|ADN Tourisme|RT OT - FROT PACA;Office de tourisme;SAVINES-LE-LAC;05160;https://www.serreponcon.com;Avenue de la Combe d'Or;04 92 44 31 00;savineslelac@serreponcon.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt258643;44.526455, 6.403234;Provence-Alpes-Côte d'Azur;Hautes-Alpes
;Restaurant Chez Jules;Qualité Tourisme  Ile de la Réunion|DGE La Reunion;Restaurant;SAINT-ANDRE;97440;https://www.reunion.fr/offres/restaurant-chez-jules-saint-andre-fr-1369042/;804, rue de la Gare;+262 (0)692 38 82 29;restochezjules@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt258667;-20.961496, 55.656458;La Réunion;La Réunion
;Office De Tourisme Et Des Congrès D'Antibes Juan Les Pins - BIT de Guynemer;DGE Provence-Alpes-Côte d'Azur|ADN Tourisme|RT OT - FROT PACA;Office de tourisme;ANTIBES;06600;https://www.antibesjuanlespins.com;Place Guyneme;04 22 10 60 10;accueil@antibesjuanlespins.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt258988;43.580671, 7.122281;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
;Office De Tourisme Roquebrune Sur Argens - BIT des Issambres;DGE Provence-Alpes-Côte d'Azur|ADN Tourisme|RT OT - FROT PACA;Office de tourisme;ROQUEBRUNE SUR ARGENS;83380;https://www.roquebrunesurargens-tourisme.fr;Place San Peire Les Issambres;04 94 19 89 89;village@roquebrunesurargens.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt258992;43.341909, 6.694382;Provence-Alpes-Côte d'Azur;Var
;MANOIR DE LA POTERIE;NORMANDIE QUALITE TOURISME|DGE Normandie|CCI Seine Estuaire Délégation Pays d'Auge;Hôtel-restaurant;CRICQUEBOEUF;14113;https://www.manoirdelapoterie.fr/;Chemin Paul RUEL;0231881040;info@honfleur-hotel.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt259935;49.402418, 0.142884;Normandie;Calvados
;HOTEL B&B;CCI Martinique Délégation Martinique 2|CCI Martinique Délégation Martinique 1|CCI Martinique|DGE Martinique;Hôtel-restaurant;FORT-DE-FRANCE;97234;https://www.hotel-bb.com/fr/guide/fort-de-france;Rue Cadastre Etang Z'Abricot;0596420250;bb-4643@hotelbb.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt260857;;;
;LA BASTIDE SAINT JULIEN;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Chambre d'hôtes;ANDUZE;30140;http://www.labastidesaintjulien.com;209 Chemin de la Cabanisse;06.12.92.82.53;sycalmels@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt267578;44.047337, 3.971583;Occitanie;Gard
;Domaine du Mont Saint Jean;DGE Bourgogne Franche-Comté|Bourgogne-Franche-Comté Tourisme;Hôtel-restaurant;LES ROUSSES;39220;https://www.domainemontsaintjean.com/;286 Route du Mont-Saint-Jean;0384600971;info@domainemontsaintjean.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt267598;46.486634, 6.074568;Bourgogne-Franche-Comté;Jura
;CIGALE AVENTURE ACTIVITES MONTAGNE;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Sport de nature;LE VIGAN;30120;https://www.cigaleaventure.com;3 rue de l'horloge;09.80.36.37.84;contact@cigaleaventure.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt269481;43.990662, 3.605814;Occitanie;Gard
;MATIGNON Théo (Syndicat Mixte PNR Brenne);DGE Centre-Val de Loire|Qualinat;Sortie nature;ROSNAY;36300;https://www.parc-naturel-brenne.fr/destination-brenne;Maison du Parc;02 54 28 20 28;accueil@destination-brenne.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt270922;;;
;CASA CESSENON;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Chambre d'hôtes;CESSENON-SUR-ORB;34460;https://www.casacessenon.com/fr;29 rue de l'hospice;06.59.24.85.77;casacessenon@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt298488;43.449957, 3.052449;Occitanie;Hérault
;Le Cabanon;DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Restaurant de plage;CANNES;06150;http://lecabanoncannes.com;Boulevard du Midi Louise Moreau;06 21 56 26 09;fred@lecabanoncannes.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt308019;;;
;Kyriad Limoges ester;Cabinet Sphinx|DGE Nouvelle-Aquitaine|PREMIERE CLASSE  KYRIAD PRESTIGE  CAMPANILE;Hôtel;LIMOGES;87100;https://limoges-ester.kyriad.com/fr-fr/;6 Rue du Puy Ponchet;+33 5 55774079;limoges.ester@kyriad.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt308726;45.855138, 1.285828;Nouvelle-Aquitaine;Haute-Vienne
;Bocca Mar;DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Restaurant de plage;NICE;06100;https://boccamar.com;15 Promenade des Anglais;0483660858;contact@boccamar.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt309897;;;
;Le Saumon;NORMANDIE QUALITE TOURISME|DGE Normandie|CCI Portes de Normandie;Hôtel-restaurant;VERNEUIL D AVRE ET D ITON;27130;http://www.hoteldusaumon.fr/fr/index.php;89 pl de la madeleine;02 32 32 02 36;contact@hoteldusaumon.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt312035;48.739054, 0.929396;Normandie;Eure
110659;Mas de Cure Bourse;DGE Provence-Alpes-Côte d'Azur|Fédération Internationale des Logis;Hôtel-restaurant;L'ISLE-SUR-LA-SORGUE;84800;http://www.masdecurebourse.com;120, chemin de la Serre.;04 90 38 16 58;contact@masdecurebourse.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=110659;43.901084, 5.03415;Provence-Alpes-Côte d'Azur;Vaucluse
110731;Destination Royan Atlantique - BIT La Palmyre - Les Mathes;DGE Nouvelle-Aquitaine|ADN Tourisme|Charentes Tourisme;Office de tourisme;LES MATHES;17570;http://www.royanatlantique.fr;2 Avenue De Royan;05 46 08 21 00;contact@royanatlantique.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=110731;45.690318, -1.177692;Nouvelle-Aquitaine;Charente-Maritime
110705;Office De Tourisme De Tarbes;RT OT - UDOTSI Hautes Pyrénées|ADN Tourisme|DGE Occitanie;Office de tourisme;TARBES;65000;http://www.tarbes-tourisme.fr;3 Cours Gambetta;05.62.51.30.31;accueil@tarbes-tourisme.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=110705;43.231874, 0.073665;Occitanie;Hautes-Pyrénées
111089;Le Pavillon des Sciences;DGE Bourgogne Franche-Comté|Doubs Tourisme|Bourgogne-Franche-Comté Tourisme;Lieu de visite;MONTBELIARD;25200;http://www.pavillon-sciences.com;Parc du Près-la-Rose;03 81 97 18 21;contact@pavillon-sciences.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=111089;47.505552, 6.79962;Bourgogne-Franche-Comté;Doubs
111238;AERONEFS ET AEROSTATS DE PROVENCE;CCI Digne|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA|ADT Alpes de Haute Provence;Sport de nature;PUIMOISSON;04410;http://aero-provence.com/;430 Chemin du Colombier;+33 6 70 20 43 96;tom@aero-provence.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=111238;43.861959, 6.142034;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence
111322;Aquanacre;CCI Caen Normandie|NORMANDIE QUALITE TOURISME|DGE Normandie;Etablissement de loisir;DOUVRES-LA-DELIVRANDE;14440;http://www.aquanacre.fr;RD 35;02 31 25 35 60;n.duval@recrea.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=111322;49.295808, -0.380646;Normandie;Calvados
111397;La Route du Sel;DGE Pays de la Loire|Vendée Expansion;Sport de nature;SALLERTAINE;85300;http://laroutedusel.com;49 Rue de Verdun;0251930340;contact.routedusel@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=111397;46.859978, -1.957613;Pays de la Loire;Vendée
111456;Les 2 plages - village corsaire;DGE Nouvelle-Aquitaine|Airotel & Treflio Campings|Charentes Tourisme;Camping;CHATELAILLON-PLAGE;17340;http://www.2plages.com;avenue d'Angoulins;05 46 56 27 53;reception@2plages.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=111456;46.088748, -1.097252;Nouvelle-Aquitaine;Charente-Maritime
112252;FORT LAGARDE;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Lieu de visite;PRATS-DE-MOLLO-LA-PRESTE;66230;http://www.pratsdemollolapreste.com;Place le Foiral;04.68.39.70.83;direction@pratsdemollolapreste.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112252;42.403823, 2.4805;Occitanie;Pyrénées-Orientales
112413;PONT LEVIS HÔTEL;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Hôtel;CARCASSONNE;11000;http://www.pontlevishotel.com;40 Chemin des Anglais;04.68.72.08.08;contact@pontlevishotel.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112413;43.203811, 2.364597;Occitanie;Aude
112439;ABYSS PLONGEE;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Sport de nature;AGDE;34300;http://www.abyssplongee.com;21-23 impasse du Globe;04.67.01.50.54;contact@abyssplongee.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112439;43.2816, 3.514632;Occitanie;Hérault
112586;PLANET OCEAN MONTPELLIER;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Lieu de visite;MONTPELLIER;34000;http://www.aquariummarenostrum.fr;Allée Ulysse Odysseum;04.67.13.05.64;christine.verger@aquariummarenostrum.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112586;43.603345, 3.916793;Occitanie;Hérault
112624;TERAVENTURE;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Parc de loisir;SAINT-CHRISTOL;34400;http://www.teraventure.com;La Bruyere;06.27.80.20.37;teraventure@free.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112624;43.705406, 4.063432;Occitanie;Hérault
112806;LE CHATEAU DE RIELL;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Restaurant;MOLITG-LES-BAINS;66500;http://www.chateauderiell.com;ROUTE DES PINS;04.68.05.04.40;riell@relaischateaux.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112806;42.647848, 2.388783;Occitanie;Pyrénées-Orientales
112941;FORT SAINT ANDRE;Qualité Tourisme Occitanie Sud de France|DGE Occitanie;Lieu de visite;VILLENEUVE-LES-AVIGNON;30400;http://www.monuments-nationaux.fr;Centre des Monuments Nationaux;04.90.25.45.35;lefort-saint-andre@monuments-nationaux.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=112941;43.975961, 4.775502;Occitanie;Gard
74037;HARAS NATIONAL D'HENNEBONT SELLOR;CCI Morbihan|DGE Bretagne|CRT Bretagne;Lieu de visite;HENNEBONT;56700;http://www.haras-hennebont.fr;Rue Victor Hugo;02 97 89 40 30;jean-marc.beaumier@sellor.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=74037;47.809994, -3.274352;Bretagne;Morbihan
74642;SARL MONIN LA BELLE ETAPE;The Originals Human Hotels & Resorts|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Hôtel-restaurant;BRIGNOLES;83170;http://www.inter-hotel.com;22 RUE ANTOINE ALBALAT, HOTEL RESTAURANT CENTRE AFFAIRE HEXAGONE;0494693030;h8312@theoriginalshotels.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=74642;43.412166, 6.061125;Provence-Alpes-Côte d'Azur;Var
75199;Camping Risle et Seine;Camping Qualité|DGE Normandie;Camping;PONT-AUDEMER;27500;http://www.ville-pont-audemer.fr;19 route les Etangs Toutainville;02 32 42 46 65;infos@camping-risle-seine.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=75199;49.36564, 0.480742;Normandie;Eure
75336;Camping La Rivière;Camping Qualité|DGE Occitanie;Camping;LACAVE;46200;http://www.campinglariviere.com;Le Bougayrou;05 65 37 02 04;contact@campinglariviere.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=75336;44.843874, 1.545896;Occitanie;Lot
75544;CAMPING DE VAUDOIS;CCI Var|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Camping;ROQUEBRUNE-SUR-ARGENS;83520;http://www.campingdevaudois.com;169 Route Hypert Olliver Départementale 7;04 94 81 37 70;camping.vaudois@wanadoo.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=75544;43.410936, 6.691895;Provence-Alpes-Côte d'Azur;Var
75688;Camping Les Fouguières;Camping Qualité|DGE Provence-Alpes-Côte d'Azur;Camping;CARCES;83570;http://www.camping-les-fouguieres.com;165 chemin des Fouguières;04 94 59 96 28;info@camping-les-fouguieres.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=75688;43.473539, 6.188805;Provence-Alpes-Côte d'Azur;Var
60068;GROUPE GESIM;FNAIM|DGE Occitanie;Agence de locations saisonnières;BALARUC-LES-BAINS;34540;http://www.groupegesim.com;1 av Pasteur;04 67 80 75 06;sabrina.ricard@groupegesim.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=60068;43.438115, 3.677914;Occitanie;Hérault
76108;HOTEL - RESTAURANT KARA;BRIT HOTEL|DGE Bretagne;Hôtel-restaurant;SAINTE-ANNE-D'AURAY;56400;https://hotel-sainte-anne-auray.brithotel.fr/;25, Rue de Vannes;02 97 57 64 44;hotelkara@brithotel.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=76108;47.704045, -2.949122;Bretagne;Morbihan
76605;SAVONNERIE MARSEILLAISE DE  LA LICORNE;CCI Marseille Provence|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Visite d'entreprise;MARSEILLE;13006;http://www.soap-marseille.com;34 Cours Julien;04 96 12 00 91;contact@soap-marseille.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=76605;43.295054, 5.382641;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
76831;HOTEL L'EXCELSIOR;CCI Var|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Hôtel-restaurant;SAINT-RAPHAEL;83700;http://www.excelsior-hotel.com;193, boulevard Félix Martin;04 94 95 02 42;info@excelsior-hotel.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=76831;43.422275, 6.76713;Provence-Alpes-Côte d'Azur;Var
86442;Musée de la Seine et Marne;DGE Ile-de-France|FEMS;Ecomusée;SAINT-CYR-SUR-MORIN;77750;http://www.musee-seine-et-marne.fr/;17 avenue de la Ferté-sous-Jouarre;01 60 24 46 00;mdsm@cg77.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=86442;48.907788, 3.182188;Île-de-France;Seine-et-Marne
86968;MUSEE HOTEL DUBOCAGE DE BLEVILLE;NORMANDIE QUALITE TOURISME|DGE Normandie|CCI Seine Estuaire Délégation du Havre|HESILMA;Lieu de visite;LE HAVRE;76600;https://www.musees-mah-lehavre.fr;1 rue Jérôme Bellarmato;02 35 42 27 90;mah@lehavre.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=86968;49.488805, 0.114475;Normandie;Seine-Maritime
87436;Le Chantereyne;CCI Ouest Normandie|NORMANDIE QUALITE TOURISME|DGE Normandie;Hôtel;CHERBOURG-OCTEVILLE;50100;http://www.hotel-chantereyne.com;Port de Plaisance;02.33.93.02.20;reception@hotelchantereyne.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=87436;49.641405, -1.621698;Normandie;Manche
90463;Hôtel les Peupliers;DGE Provence-Alpes-Côte d'Azur|Fédération Internationale des Logis;Hôtel-restaurant;BARATIER;05200;http://www.hotel-les-peupliers.com;Chemin de Lesdier.;04 92 43 03 47;info@hotel-les-peupliers.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=90463;44.536686, 6.491686;Provence-Alpes-Côte d'Azur;Hautes-Alpes
78266;MASSON Julien - Rando Vélo Vexin;DGE Ile-de-France|Qualinat|PNR Vexin Français;Visite guidée;VIENNE-EN-ARTHIES;95510;http://www.rando-velo-vexin.com;9 chemin des Champs Crosniers;06 81 09 49 82;randovelovexin@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=78266;49.066996, 1.732064;Île-de-France;Val-d'Oise
78853;Maison du Souvenir;DMPA|ADT Touraine|DGE Centre-Val de Loire;Site de mémoire;MAILLE;37800;http://www.maisondusouvenir.fr/;Rue de la Paix;02 47 65 24 89;maison-du-souvenir@maille.fr;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=78853;47.052277, 0.583784;Centre-Val de Loire;Indre-et-Loire
;Agence IMMO'SELECT;FNAIM|DGE Auvergne Rhone-Alpes;Agence de locations saisonnières;LES GETS;74260;http://www.agenceimmoselect.com;176, route du front de neige Résidence Mont Chery;04 50 79 10 86;info@agenceimmoselect.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt83758;46.154631, 6.664391;Auvergne-Rhône-Alpes;Haute-Savoie
;Office De Tourisme Provence Méditerranée;DGE Provence-Alpes-Côte d'Azur|ADN Tourisme|RT OT - FROT PACA;Office de tourisme;TOULON;83000;https://tourismeprovencemediterranee.com;9 place Louis Blanc;04 94 18 53 00;info@toulontourisme.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt93022;43.119584, 5.934008;Provence-Alpes-Côte d'Azur;Var
;SPORTING PLAGE;CCI Var|DGE Provence-Alpes-Côte d'Azur|Engagement Qualité PACA;Restaurant de plage;SAINT-CYR-SUR-MER;83270;https://www.;510 promenade rose;06 20 83 19 25;sportingplage@hotmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt96144;43.17808, 5.689658;Provence-Alpes-Côte d'Azur;Var
;Camping Les Etangs de Saint Pancras;Camping Qualité|DGE Bourgogne Franche-Comté;Camping;BETONCOURT-SAINT-PANCRAS;70210;http://www.lesetangsdesaintpancras.fr;Fond Bramvaux;0612591921;lesetangsdesaintpancras@gmail.com;https://marques-tourisme.entreprises.gouv.fr/public/surveys/view?id=qt100267;47.913763, 6.183549;Bourgogne-Franche-Comté;Haute-Saône
